ReportDt,StateCd,RsdsInSrvcDstrctNm,LGANm2020,PrtcpntCnt
31MAR2023,ACT,ACT,Unincorporated ACT,10059
31MAR2023,ACT,Other,Other,<11
31MAR2023,MIS,Other,Other,<11
31MAR2023,NSW,Central Coast,Central Coast (C) (NSW),10014
31MAR2023,NSW,Far West,Balranald (A),56
31MAR2023,NSW,Far West,Broken Hill (C),570
31MAR2023,NSW,Far West,Central Darling (A),43
31MAR2023,NSW,Far West,Wentworth (A),178
31MAR2023,NSW,Hunter New England,Armidale Regional (A),736
31MAR2023,NSW,Hunter New England,Cessnock (C),2280
31MAR2023,NSW,Hunter New England,Dungog (A),251
31MAR2023,NSW,Hunter New England,Glen Innes Severn (A),202
31MAR2023,NSW,Hunter New England,Gunnedah (A),318
31MAR2023,NSW,Hunter New England,Gwydir (A),88
31MAR2023,NSW,Hunter New England,Inverell (A),500
31MAR2023,NSW,Hunter New England,Lake Macquarie (C),6847
31MAR2023,NSW,Hunter New England,Liverpool Plains (A),192
31MAR2023,NSW,Hunter New England,Maitland (C),3817
31MAR2023,NSW,Hunter New England,Mid-Coast (A),2668
31MAR2023,NSW,Hunter New England,Moree Plains (A),269
31MAR2023,NSW,Hunter New England,Muswellbrook (A),516
31MAR2023,NSW,Hunter New England,Narrabri (A),276
31MAR2023,NSW,Hunter New England,Newcastle (C),5397
31MAR2023,NSW,Hunter New England,Port Stephens (A),2249
31MAR2023,NSW,Hunter New England,Singleton (A),670
31MAR2023,NSW,Hunter New England,Tamworth Regional (A),1867
31MAR2023,NSW,Hunter New England,Tenterfield (A),136
31MAR2023,NSW,Hunter New England,Upper Hunter Shire (A),271
31MAR2023,NSW,Hunter New England,Uralla (A),147
31MAR2023,NSW,Hunter New England,Walcha (A),40
31MAR2023,NSW,Illawarra Shoalhaven,Kiama (A),322
31MAR2023,NSW,Illawarra Shoalhaven,Shellharbour (C),2008
31MAR2023,NSW,Illawarra Shoalhaven,Shoalhaven (C),2877
31MAR2023,NSW,Illawarra Shoalhaven,Wollongong (C),5074
31MAR2023,NSW,Mid North Coast,Bellingen (A),334
31MAR2023,NSW,Mid North Coast,Coffs Harbour (C),2176
31MAR2023,NSW,Mid North Coast,Kempsey (A),1236
31MAR2023,NSW,Mid North Coast,Nambucca Valley (A),634
31MAR2023,NSW,Mid North Coast,Port Macquarie-Hastings (A),2953
31MAR2023,NSW,Murrumbidgee,Albury (C),1926
31MAR2023,NSW,Murrumbidgee,Berrigan (A),181
31MAR2023,NSW,Murrumbidgee,Bland (A),78
31MAR2023,NSW,Murrumbidgee,Carrathool (A),31
31MAR2023,NSW,Murrumbidgee,Coolamon (A),100
31MAR2023,NSW,Murrumbidgee,Cootamundra-Gundagai Regional (A),280
31MAR2023,NSW,Murrumbidgee,Edward River (A),229
31MAR2023,NSW,Murrumbidgee,Federation (A),290
31MAR2023,NSW,Murrumbidgee,Greater Hume Shire (A),301
31MAR2023,NSW,Murrumbidgee,Griffith (C),500
31MAR2023,NSW,Murrumbidgee,Hay (A),51
31MAR2023,NSW,Murrumbidgee,Hilltops (A),484
31MAR2023,NSW,Murrumbidgee,Junee (A),157
31MAR2023,NSW,Murrumbidgee,Leeton (A),250
31MAR2023,NSW,Murrumbidgee,Lockhart (A),80
31MAR2023,NSW,Murrumbidgee,Murray River (A),201
31MAR2023,NSW,Murrumbidgee,Murrumbidgee (A),58
31MAR2023,NSW,Murrumbidgee,Narrandera (A),154
31MAR2023,NSW,Murrumbidgee,Snowy Valleys (A),336
31MAR2023,NSW,Murrumbidgee,Temora (A),131
31MAR2023,NSW,Murrumbidgee,Wagga Wagga (C),1930
31MAR2023,NSW,Nepean Blue Mountains,Blue Mountains (C),2156
31MAR2023,NSW,Nepean Blue Mountains,Hawkesbury (C),1487
31MAR2023,NSW,Nepean Blue Mountains,Lithgow (C),576
31MAR2023,NSW,Nepean Blue Mountains,Penrith (C),6189
31MAR2023,NSW,North Sydney,Hornsby (A),2505
31MAR2023,NSW,North Sydney,Hunters Hill (A),176
31MAR2023,NSW,North Sydney,Ku-ring-gai (A),1477
31MAR2023,NSW,North Sydney,Lane Cove (A),475
31MAR2023,NSW,North Sydney,Mosman (A),232
31MAR2023,NSW,North Sydney,North Sydney (A),573
31MAR2023,NSW,North Sydney,Northern Beaches (A),3458
31MAR2023,NSW,North Sydney,Ryde (C),2210
31MAR2023,NSW,North Sydney,Willoughby (C),853
31MAR2023,NSW,Northern NSW,Ballina (A),1285
31MAR2023,NSW,Northern NSW,Byron (A),595
31MAR2023,NSW,Northern NSW,Clarence Valley (A),1493
31MAR2023,NSW,Northern NSW,Kyogle (A),249
31MAR2023,NSW,Northern NSW,Lismore (C),1588
31MAR2023,NSW,Northern NSW,Richmond Valley (A),806
31MAR2023,NSW,Northern NSW,Tweed (A),2394
31MAR2023,NSW,Other,Other,17
31MAR2023,NSW,South Eastern Sydney,Bayside (A),2614
31MAR2023,NSW,South Eastern Sydney,Georges River (A),2307
31MAR2023,NSW,South Eastern Sydney,Randwick (C),2103
31MAR2023,NSW,South Eastern Sydney,Sutherland Shire (A),3884
31MAR2023,NSW,South Eastern Sydney,Waverley (A),674
31MAR2023,NSW,South Eastern Sydney,Woollahra (A),432
31MAR2023,NSW,South Western Sydney,Camden (A),2957
31MAR2023,NSW,South Western Sydney,Campbelltown (C) (NSW),5353
31MAR2023,NSW,South Western Sydney,Canterbury-Bankstown (A),7410
31MAR2023,NSW,South Western Sydney,Fairfield (C),4190
31MAR2023,NSW,South Western Sydney,Liverpool (C),5354
31MAR2023,NSW,South Western Sydney,Wingecarribee (A),1030
31MAR2023,NSW,South Western Sydney,Wollondilly (A),1248
31MAR2023,NSW,Southern NSW,Bega Valley (A),799
31MAR2023,NSW,Southern NSW,Eurobodalla (A),961
31MAR2023,NSW,Southern NSW,Goulburn Mulwaree (A),1014
31MAR2023,NSW,Southern NSW,Queanbeyan-Palerang Regional (A),1248
31MAR2023,NSW,Southern NSW,Snowy Monaro Regional (A),354
31MAR2023,NSW,Southern NSW,Upper Lachlan Shire (A),148
31MAR2023,NSW,Southern NSW,Yass Valley (A),347
31MAR2023,NSW,Sydney,Burwood (A),521
31MAR2023,NSW,Sydney,Canada Bay (A),1092
31MAR2023,NSW,Sydney,Inner West (A),2692
31MAR2023,NSW,Sydney,Strathfield (A),570
31MAR2023,NSW,Sydney,Sydney (C),2174
31MAR2023,NSW,Western NSW,Bathurst Regional (A),1225
31MAR2023,NSW,Western NSW,Blayney (A),147
31MAR2023,NSW,Western NSW,Bogan (A),57
31MAR2023,NSW,Western NSW,Bourke (A),91
31MAR2023,NSW,Western NSW,Brewarrina (A),22
31MAR2023,NSW,Western NSW,Cabonne (A),221
31MAR2023,NSW,Western NSW,Cobar (A),84
31MAR2023,NSW,Western NSW,Coonamble (A),169
31MAR2023,NSW,Western NSW,Cowra (A),352
31MAR2023,NSW,Western NSW,Dubbo Regional (A),1547
31MAR2023,NSW,Western NSW,Forbes (A),240
31MAR2023,NSW,Western NSW,Gilgandra (A),124
31MAR2023,NSW,Western NSW,Lachlan (A),125
31MAR2023,NSW,Western NSW,Mid-Western Regional (A),599
31MAR2023,NSW,Western NSW,Narromine (A),170
31MAR2023,NSW,Western NSW,Oberon (A),90
31MAR2023,NSW,Western NSW,Orange (C),1437
31MAR2023,NSW,Western NSW,Parkes (A),355
31MAR2023,NSW,Western NSW,Walgett (A),116
31MAR2023,NSW,Western NSW,Warren (A),55
31MAR2023,NSW,Western NSW,Warrumbungle Shire (A),232
31MAR2023,NSW,Western NSW,Weddin (A),72
31MAR2023,NSW,Western Sydney,Blacktown (C),9572
31MAR2023,NSW,Western Sydney,Cumberland (A),4905
31MAR2023,NSW,Western Sydney,Parramatta (C),4065
31MAR2023,NSW,Western Sydney,The Hills Shire (A),2964
31MAR2023,NT,Barkly,Barkly (R),154
31MAR2023,NT,Central Australia,Alice Springs (T),724
31MAR2023,NT,Central Australia,Central Desert (R),68
31MAR2023,NT,Central Australia,MacDonnell (R),105
31MAR2023,NT,Darwin Remote,Roper Gulf (R),110
31MAR2023,NT,Darwin Remote,Tiwi Islands (R),116
31MAR2023,NT,Darwin Remote,Victoria Daly (R),48
31MAR2023,NT,Darwin Remote,West Arnhem (R),153
31MAR2023,NT,Darwin Remote,West Daly (R),63
31MAR2023,NT,Darwin Urban,Darwin (C),1689
31MAR2023,NT,Darwin Urban,Litchfield (M),417
31MAR2023,NT,Darwin Urban,Palmerston (C),1146
31MAR2023,NT,East Arnhem,East Arnhem (R),222
31MAR2023,NT,Katherine,Katherine (T),263
31MAR2023,NT,Other,Other,30
31MAR2023,NT,Other,Unincorporated NT,138
31MAR2023,OT,Other,Unincorp. Other Territories,64
31MAR2023,QLD,Beenleigh,Logan (C),9714
31MAR2023,QLD,Beenleigh,Redland (C),4067
31MAR2023,QLD,Brisbane,Brisbane (C),23103
31MAR2023,QLD,Bundaberg,Bundaberg (R),3563
31MAR2023,QLD,Caboolture/Strathpine,Moreton Bay (R),13678
31MAR2023,QLD,Cairns,Aurukun (S),50
31MAR2023,QLD,Cairns,Cairns (R),3928
31MAR2023,QLD,Cairns,Cassowary Coast (R),584
31MAR2023,QLD,Cairns,Cook (S),52
31MAR2023,QLD,Cairns,Douglas (S),182
31MAR2023,QLD,Cairns,Hope Vale (S),27
31MAR2023,QLD,Cairns,Kowanyama (S),28
31MAR2023,QLD,Cairns,Mareeba (S),437
31MAR2023,QLD,Cairns,Napranum (S),21
31MAR2023,QLD,Cairns,Northern Peninsula Area (R),54
31MAR2023,QLD,Cairns,Tablelands (R),594
31MAR2023,QLD,Cairns,Torres (S),58
31MAR2023,QLD,Cairns,Torres Strait Island (R),52
31MAR2023,QLD,Cairns,Weipa (T),74
31MAR2023,QLD,Cairns,Yarrabah (S),78
31MAR2023,QLD,Ipswich,Ipswich (C),7379
31MAR2023,QLD,Ipswich,Lockyer Valley (R),1040
31MAR2023,QLD,Ipswich,Scenic Rim (R),1017
31MAR2023,QLD,Ipswich,Somerset (R),687
31MAR2023,QLD,Mackay,Isaac (R),252
31MAR2023,QLD,Mackay,Mackay (R),3110
31MAR2023,QLD,Mackay,Whitsunday (R),679
31MAR2023,QLD,Maroochydore,Gympie (R),1906
31MAR2023,QLD,Maroochydore,Noosa (S),987
31MAR2023,QLD,Maroochydore,Sunshine Coast (R),8074
31MAR2023,QLD,Maryborough,Cherbourg (S),68
31MAR2023,QLD,Maryborough,Fraser Coast (R),3636
31MAR2023,QLD,Maryborough,North Burnett (R),217
31MAR2023,QLD,Maryborough,South Burnett (R),1117
31MAR2023,QLD,Other,Other,124
31MAR2023,QLD,Robina,Gold Coast (C),12975
31MAR2023,QLD,Rockhampton,Banana (S),308
31MAR2023,QLD,Rockhampton,Barcaldine (R),43
31MAR2023,QLD,Rockhampton,Central Highlands (R) (Qld),552
31MAR2023,QLD,Rockhampton,Gladstone (R),1901
31MAR2023,QLD,Rockhampton,Livingstone (S),906
31MAR2023,QLD,Rockhampton,Longreach (R),60
31MAR2023,QLD,Rockhampton,Rockhampton (R),3121
31MAR2023,QLD,Rockhampton,Woorabinda (S),37
31MAR2023,QLD,Toowoomba,Balonne (S),74
31MAR2023,QLD,Toowoomba,Goondiwindi (R),212
31MAR2023,QLD,Toowoomba,Maranoa (R),268
31MAR2023,QLD,Toowoomba,Murweh (S),124
31MAR2023,QLD,Toowoomba,Paroo (S),29
31MAR2023,QLD,Toowoomba,Quilpie (S),25
31MAR2023,QLD,Toowoomba,Southern Downs (R),1048
31MAR2023,QLD,Toowoomba,Toowoomba (R),5062
31MAR2023,QLD,Toowoomba,Western Downs (R),859
31MAR2023,QLD,Townsville,Burdekin (S),396
31MAR2023,QLD,Townsville,Carpentaria (S),50
31MAR2023,QLD,Townsville,Charters Towers (R),265
31MAR2023,QLD,Townsville,Cloncurry (S),39
31MAR2023,QLD,Townsville,Doomadgee (S),42
31MAR2023,QLD,Townsville,Flinders (S) (Qld),22
31MAR2023,QLD,Townsville,Hinchinbrook (S),258
31MAR2023,QLD,Townsville,Mornington (S),22
31MAR2023,QLD,Townsville,Mount Isa (C),323
31MAR2023,QLD,Townsville,Palm Island (S),87
31MAR2023,QLD,Townsville,Townsville (C),5795
31MAR2023,SA,Adelaide Hills,Adelaide Hills (DC),764
31MAR2023,SA,Adelaide Hills,Mount Barker (DC),1201
31MAR2023,SA,"Barossa, Light and Lower North",Adelaide Plains (DC),299
31MAR2023,SA,"Barossa, Light and Lower North",Barossa (DC),704
31MAR2023,SA,"Barossa, Light and Lower North",Gawler (T),1019
31MAR2023,SA,"Barossa, Light and Lower North",Light (RegC),510
31MAR2023,SA,Eastern Adelaide,Adelaide (C),498
31MAR2023,SA,Eastern Adelaide,Burnside (C),778
31MAR2023,SA,Eastern Adelaide,Campbelltown (C) (SA),1248
31MAR2023,SA,Eastern Adelaide,Norwood Payneham St Peters (C),624
31MAR2023,SA,Eastern Adelaide,Prospect (C),441
31MAR2023,SA,Eastern Adelaide,Unley (C),708
31MAR2023,SA,Eastern Adelaide,Walkerville (M),114
31MAR2023,SA,Eyre and Western,Ceduna (DC),92
31MAR2023,SA,Eyre and Western,Cleve (DC),39
31MAR2023,SA,Eyre and Western,Kimba (DC),23
31MAR2023,SA,Eyre and Western,Lower Eyre Peninsula (DC),120
31MAR2023,SA,Eyre and Western,Port Lincoln (C),496
31MAR2023,SA,Eyre and Western,Tumby Bay (DC),68
31MAR2023,SA,Eyre and Western,Whyalla (C),661
31MAR2023,SA,Eyre and Western,Wudinna (DC),23
31MAR2023,SA,Far North (SA),Anangu Pitjantjatjara (AC),139
31MAR2023,SA,Far North (SA),Coober Pedy (DC),25
31MAR2023,SA,Far North (SA),Flinders Ranges (DC),33
31MAR2023,SA,Far North (SA),Port Augusta (C),380
31MAR2023,SA,Far North (SA),Roxby Downs (M),42
31MAR2023,SA,Fleurieu and Kangaroo Island,Alexandrina (DC),780
31MAR2023,SA,Fleurieu and Kangaroo Island,Kangaroo Island (DC),99
31MAR2023,SA,Fleurieu and Kangaroo Island,Victor Harbor (C),446
31MAR2023,SA,Fleurieu and Kangaroo Island,Yankalilla (DC),116
31MAR2023,SA,Limestone Coast,Grant (DC),191
31MAR2023,SA,Limestone Coast,Kingston (DC) (SA),35
31MAR2023,SA,Limestone Coast,Mount Gambier (C),895
31MAR2023,SA,Limestone Coast,Naracoorte and Lucindale (DC),150
31MAR2023,SA,Limestone Coast,Tatiara (DC),92
31MAR2023,SA,Limestone Coast,Wattle Range (DC),277
31MAR2023,SA,Murray and Mallee,Berri and Barmera (DC),356
31MAR2023,SA,Murray and Mallee,Karoonda East Murray (DC),25
31MAR2023,SA,Murray and Mallee,Loxton Waikerie (DC),316
31MAR2023,SA,Murray and Mallee,Mid Murray (DC),193
31MAR2023,SA,Murray and Mallee,Murray Bridge (RC),821
31MAR2023,SA,Murray and Mallee,Renmark Paringa (DC),221
31MAR2023,SA,Murray and Mallee,Southern Mallee (DC),25
31MAR2023,SA,Murray and Mallee,The Coorong (DC),113
31MAR2023,SA,Northern Adelaide,Playford (C),5045
31MAR2023,SA,Northern Adelaide,Port Adelaide Enfield (C),4358
31MAR2023,SA,Northern Adelaide,Salisbury (C),5246
31MAR2023,SA,Northern Adelaide,Tea Tree Gully (C),2717
31MAR2023,SA,Other,Other,88
31MAR2023,SA,Other,Unincorporated SA,38
31MAR2023,SA,Southern Adelaide,Holdfast Bay (C),905
31MAR2023,SA,Southern Adelaide,Marion (C),2812
31MAR2023,SA,Southern Adelaide,Mitcham (C),1550
31MAR2023,SA,Southern Adelaide,Onkaparinga (C),5708
31MAR2023,SA,Western Adelaide,Charles Sturt (C),3117
31MAR2023,SA,Western Adelaide,West Torrens (C),1365
31MAR2023,SA,Yorke and Mid North,Barunga West (DC),53
31MAR2023,SA,Yorke and Mid North,Clare and Gilbert Valleys (DC),185
31MAR2023,SA,Yorke and Mid North,Copper Coast (DC),455
31MAR2023,SA,Yorke and Mid North,Goyder (DC),100
31MAR2023,SA,Yorke and Mid North,Mount Remarkable (DC),51
31MAR2023,SA,Yorke and Mid North,Northern Areas (DC),88
31MAR2023,SA,Yorke and Mid North,Peterborough (DC),45
31MAR2023,SA,Yorke and Mid North,Port Pirie City and Dists (M),564
31MAR2023,SA,Yorke and Mid North,Wakefield (DC),228
31MAR2023,SA,Yorke and Mid North,Yorke Peninsula (DC),215
31MAR2023,TAS,Other,Other,26
31MAR2023,TAS,TAS North,Break O'Day (M),166
31MAR2023,TAS,TAS North,Dorset (M),123
31MAR2023,TAS,TAS North,George Town (M),221
31MAR2023,TAS,TAS North,Launceston (C),1987
31MAR2023,TAS,TAS North,Meander Valley (M),450
31MAR2023,TAS,TAS North,Northern Midlands (M),301
31MAR2023,TAS,TAS North,West Tamar (M),506
31MAR2023,TAS,TAS North West,Burnie (C),605
31MAR2023,TAS,TAS North West,Central Coast (M) (Tas.),514
31MAR2023,TAS,TAS North West,Circular Head (M),147
31MAR2023,TAS,TAS North West,Devonport (C),783
31MAR2023,TAS,TAS North West,Kentish (M),134
31MAR2023,TAS,TAS North West,Latrobe (M) (Tas.),222
31MAR2023,TAS,TAS North West,Waratah/Wynyard (M),394
31MAR2023,TAS,TAS North West,West Coast (M),94
31MAR2023,TAS,TAS South East,Brighton (M),621
31MAR2023,TAS,TAS South East,Central Highlands (M) (Tas.),22
31MAR2023,TAS,TAS South East,Clarence (C),1402
31MAR2023,TAS,TAS South East,Derwent Valley (M),331
31MAR2023,TAS,TAS South East,Glamorgan/Spring Bay (M),59
31MAR2023,TAS,TAS South East,Sorell (M),326
31MAR2023,TAS,TAS South East,Southern Midlands (M),125
31MAR2023,TAS,TAS South East,Tasman (M),38
31MAR2023,TAS,TAS South West,Glenorchy (C),1582
31MAR2023,TAS,TAS South West,Hobart (C),824
31MAR2023,TAS,TAS South West,Huon Valley (M),351
31MAR2023,TAS,TAS South West,Kingborough (M),695
31MAR2023,VIC,Barwon,Colac-Otway (S),725
31MAR2023,VIC,Barwon,Greater Geelong (C),9506
31MAR2023,VIC,Barwon,Queenscliffe (B),38
31MAR2023,VIC,Barwon,Surf Coast (S),619
31MAR2023,VIC,Bayside Peninsula,Bayside (C),1412
31MAR2023,VIC,Bayside Peninsula,Frankston (C),4603
31MAR2023,VIC,Bayside Peninsula,Glen Eira (C),2671
31MAR2023,VIC,Bayside Peninsula,Kingston (C) (Vic.),3356
31MAR2023,VIC,Bayside Peninsula,Mornington Peninsula (S),4188
31MAR2023,VIC,Bayside Peninsula,Port Phillip (C),1734
31MAR2023,VIC,Bayside Peninsula,Stonnington (C),1192
31MAR2023,VIC,Brimbank Melton,Brimbank (C),4957
31MAR2023,VIC,Brimbank Melton,Melton (C),5718
31MAR2023,VIC,Central Highlands,Ararat (RC),378
31MAR2023,VIC,Central Highlands,Ballarat (C),3657
31MAR2023,VIC,Central Highlands,Golden Plains (S),703
31MAR2023,VIC,Central Highlands,Hepburn (S),326
31MAR2023,VIC,Central Highlands,Moorabool (S),1008
31MAR2023,VIC,Central Highlands,Pyrenees (S),168
31MAR2023,VIC,Goulburn,Greater Shepparton (C),2078
31MAR2023,VIC,Goulburn,Mitchell (S),1258
31MAR2023,VIC,Goulburn,Moira (S),803
31MAR2023,VIC,Goulburn,Murrindindi (S),296
31MAR2023,VIC,Goulburn,Strathbogie (S),209
31MAR2023,VIC,Hume Moreland,Hume (C),7460
31MAR2023,VIC,Hume Moreland,Moreland (C),3738
31MAR2023,VIC,Inner East Melbourne,Boroondara (C),2395
31MAR2023,VIC,Inner East Melbourne,Manningham (C),2077
31MAR2023,VIC,Inner East Melbourne,Monash (C),3133
31MAR2023,VIC,Inner East Melbourne,Whitehorse (C),3510
31MAR2023,VIC,Inner Gippsland,Bass Coast (S),919
31MAR2023,VIC,Inner Gippsland,Baw Baw (S),1584
31MAR2023,VIC,Inner Gippsland,Latrobe (C) (Vic.),2792
31MAR2023,VIC,Inner Gippsland,South Gippsland (S),708
31MAR2023,VIC,Loddon,Campaspe (S),1147
31MAR2023,VIC,Loddon,Central Goldfields (S),476
31MAR2023,VIC,Loddon,Greater Bendigo (C),4721
31MAR2023,VIC,Loddon,Loddon (S),166
31MAR2023,VIC,Loddon,Macedon Ranges (S),1307
31MAR2023,VIC,Loddon,Mount Alexander (S),529
31MAR2023,VIC,Mallee,Buloke (S),139
31MAR2023,VIC,Mallee,Gannawarra (S),233
31MAR2023,VIC,Mallee,Mildura (RC),1770
31MAR2023,VIC,Mallee,Swan Hill (RC),576
31MAR2023,VIC,North East Melbourne,Banyule (C),3101
31MAR2023,VIC,North East Melbourne,Darebin (C),3614
31MAR2023,VIC,North East Melbourne,Nillumbik (S),1329
31MAR2023,VIC,North East Melbourne,Whittlesea (C),5597
31MAR2023,VIC,North East Melbourne,Yarra (C),1458
31MAR2023,VIC,Other,Other,13
31MAR2023,VIC,Outer East Melbourne,Knox (C),3685
31MAR2023,VIC,Outer East Melbourne,Maroondah (C),3393
31MAR2023,VIC,Outer East Melbourne,Yarra Ranges (S),4040
31MAR2023,VIC,Outer Gippsland,East Gippsland (S),1377
31MAR2023,VIC,Outer Gippsland,Wellington (S),1233
31MAR2023,VIC,Ovens Murray,Alpine (S),214
31MAR2023,VIC,Ovens Murray,Benalla (RC),430
31MAR2023,VIC,Ovens Murray,Indigo (S),375
31MAR2023,VIC,Ovens Murray,Mansfield (S),165
31MAR2023,VIC,Ovens Murray,Towong (S),140
31MAR2023,VIC,Ovens Murray,Wangaratta (RC),922
31MAR2023,VIC,Ovens Murray,Wodonga (C),1701
31MAR2023,VIC,Southern Melbourne,Cardinia (S),2911
31MAR2023,VIC,Southern Melbourne,Casey (C),8569
31MAR2023,VIC,Southern Melbourne,Greater Dandenong (C),3522
31MAR2023,VIC,Western District,Corangamite (S),445
31MAR2023,VIC,Western District,Glenelg (S),494
31MAR2023,VIC,Western District,Hindmarsh (S),113
31MAR2023,VIC,Western District,Horsham (RC),623
31MAR2023,VIC,Western District,Moyne (S),358
31MAR2023,VIC,Western District,Northern Grampians (S),326
31MAR2023,VIC,Western District,Southern Grampians (S),427
31MAR2023,VIC,Western District,Warrnambool (C),1237
31MAR2023,VIC,Western District,West Wimmera (S),66
31MAR2023,VIC,Western District,Yarriambiack (S),194
31MAR2023,VIC,Western Melbourne,Hobsons Bay (C),2103
31MAR2023,VIC,Western Melbourne,Maribyrnong (C),1930
31MAR2023,VIC,Western Melbourne,Melbourne (C),1465
31MAR2023,VIC,Western Melbourne,Moonee Valley (C),2343
31MAR2023,VIC,Western Melbourne,Wyndham (C),7584
31MAR2023,WA,Central North Metro,Cambridge (T),335
31MAR2023,WA,Central North Metro,Claremont (T),158
31MAR2023,WA,Central North Metro,Cottesloe (T),57
31MAR2023,WA,Central North Metro,Mosman Park (T),143
31MAR2023,WA,Central North Metro,Nedlands (C),370
31MAR2023,WA,Central North Metro,Perth (C),324
31MAR2023,WA,Central North Metro,Stirling (C),3707
31MAR2023,WA,Central North Metro,Subiaco (C),249
31MAR2023,WA,Central North Metro,Vincent (C),481
31MAR2023,WA,Central South Metro,Cockburn (C),2457
31MAR2023,WA,Central South Metro,East Fremantle (T),81
31MAR2023,WA,Central South Metro,Fremantle (C),561
31MAR2023,WA,Central South Metro,Kwinana (C),1178
31MAR2023,WA,Central South Metro,Melville (C),1580
31MAR2023,WA,Central South Metro,South Perth (C),569
31MAR2023,WA,Goldfields-Esperance,Coolgardie (S),50
31MAR2023,WA,Goldfields-Esperance,Esperance (S),248
31MAR2023,WA,Goldfields-Esperance,Kalgoorlie/Boulder (C),465
31MAR2023,WA,Goldfields-Esperance,Ngaanyatjarraku (S),26
31MAR2023,WA,Great Southern,Albany (C),866
31MAR2023,WA,Great Southern,Broomehill-Tambellup (S),21
31MAR2023,WA,Great Southern,Cranbrook (S),20
31MAR2023,WA,Great Southern,Denmark (S),81
31MAR2023,WA,Great Southern,Katanning (S),55
31MAR2023,WA,Great Southern,Plantagenet (S),85
31MAR2023,WA,Kimberley-Pilbara,Ashburton (S),59
31MAR2023,WA,Kimberley-Pilbara,Broome (S),385
31MAR2023,WA,Kimberley-Pilbara,Derby-West Kimberley (S),208
31MAR2023,WA,Kimberley-Pilbara,East Pilbara (S),93
31MAR2023,WA,Kimberley-Pilbara,Halls Creek (S),87
