RprtDt,StateCd,MMMCd_2015,AvgAnlsdCmtdSuppBdgt,PrtcpntCnt
31-Mar-20,NSW,MM3,"59,000.00",1938
31-Mar-20,NSW,MM4,"47,000.00",965
31-Mar-20,NSW,MM5,"43,000.00",963
31-Mar-20,NSW,MM6 & 7,"57,000.00",159
31-Mar-20,NT,ALL,"167,000.00",1556
31-Mar-20,NT,MM2,"178,000.00",520
31-Mar-20,NT,MM5,"45,000.00",12
31-Mar-20,NT,MM6 & 7,"162,000.00",1031
31-Mar-20,OT,ALL,,<11
31-Mar-20,OT,MM5,,<11
31-Mar-20,QLD,ALL,"70,000.00",5889
31-Mar-20,QLD,MM1,"71,000.00",2071
31-Mar-20,QLD,MM2,"76,000.00",2186
31-Mar-20,QLD,MM3,"60,000.00",230
31-Mar-20,QLD,MM4,"63,000.00",360
31-Mar-20,QLD,MM5,"54,000.00",559
31-Mar-20,QLD,MM6 & 7,"68,000.00",485
31-Mar-20,SA,ALL,"69,000.00",1770
31-Mar-20,SA,MM1,"70,000.00",1117
31-Mar-20,SA,MM2,"79,000.00",25
31-Mar-20,SA,MM3,"78,000.00",154
31-Mar-20,SA,MM4,"66,000.00",112
31-Mar-20,SA,MM5,"34,000.00",180
31-Mar-20,SA,MM6 & 7,"92,000.00",176
31-Mar-20,TAS,ALL,"61,000.00",661
31-Mar-20,TAS,MM2,"70,000.00",336
31-Mar-20,TAS,MM3,"57,000.00",187
31-Mar-20,TAS,MM4,,<11
31-Mar-20,TAS,MM5,"48,000.00",125
31-Mar-20,TAS,MM6 & 7,,<11
31-Mar-20,VIC,ALL,"48,000.00",2591
31-Mar-20,VIC,MM1,"54,000.00",1278
31-Mar-20,VIC,MM2,"39,000.00",373
31-Mar-20,VIC,MM3,"48,000.00",394
31-Mar-20,VIC,MM4,"48,000.00",308
31-Mar-20,VIC,MM5,"34,000.00",234
31-Mar-20,WA,ALL,"80,000.00",1685
31-Mar-20,WA,MM1,"78,000.00",865
31-Mar-20,WA,MM2,"61,000.00",72
31-Mar-20,WA,MM3,"67,000.00",124
31-Mar-20,WA,MM4,"44,000.00",13
31-Mar-20,WA,MM5,"52,000.00",64
31-Mar-20,WA,MM6 & 7,"94,000.00",539
